Symbol,Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (),Beta,R2,Volatility_Per,Monthly Return,Avg_Impact_Cost_percent,report_date
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399375000,28144,1.16,0.75,0.24,2.14,6.61,0.08,2014-05-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399375000,18530,1.25,0.44,0.05,1.99,-5.36,0.06,2011-09-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399375000,20816,1.29,0.46,0.06,1.23,11.31,0.05,2011-10-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399375000,16570,0.86,0.68,0.16,1.45,5.59,0.07,2013-05-01
HEROHONDA,Hero Honda Motors Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399375000,16318.2,0.94,0.46,0.05,2.67,7.58,0.06,2011-04-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399375000,19083,1.3,0.47,0.06,1.86,-8.33,0.05,2011-11-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399375000,36450.2,1.27,0.82,0.31,1.58,-1.64,0.02,2016-04-01
HEROHONDA,Hero Honda Motors Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399375000,26701,0.96,0.48,0.26,5.81,13.06,0.21,2009-05-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399375000,37272,1.33,0.87,0.19,1.32,-1.29,0.05,2014-12-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399375000,24898.42,1.204114901,0.717117895,0.220278806,1.772084889,1.088677269,0.06,2013-12-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399375000,18137.06,0.97,0.73,0.17,0.82,4.05,0.05,2012-12-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399375000,32864.38,1.16,0.71,0.24,1.12,-0.19,0.02,2015-12-01
HEROHONDA,Hero Honda Motors Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399375000,15168,0.86,0.5,0.07,1.37,8.48,0.05,2011-03-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399375000,37057.83,1.34,0.85,0.32,1.92,17.83,0.02,2016-03-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399375000,15870,0.84,0.55,0.11,1.62,-4.22,0.07,2013-06-01
HEROHONDA,Hero Honda Motors Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399375000,14021,0.93,0.7,0.31,1.9,-9.24,0.06,2010-01-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399375000,31609,1.24,0.81,0.25,1.95,12.31,0.06,2014-06-01
HEROHONDA,Hero Honda Motors Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399375000,17488,1.15,0.78,0.35,1.82,9.38,0.04,2010-03-01
HEROHONDA,Hero Honda Motors Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399375000,17096,1.09,0.65,0.17,1.31,-0.05,0.06,2010-08-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399375000,32937.06,1.11,0.68,0.16,1.28,-6.43,0.05,2015-06-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399375000,31297.47,1.16,0.78,0.26,2.06,-4.77,0.03,2016-01-01
HEROHONDA,Hero Honda Motors Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399375000,15584,0.95,0.52,0.06,1.84,-17.79,0.07,2011-01-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399375000,20511.31,1.24,0.58,0.15,1.65,17.45,0.06,2012-06-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399375000,40296.63,1.27,0.87,0.36,1.03,0.78,0.02,2016-07-01
HEROHONDA,Hero Honda Motors Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399375000,17035,1.04,0.53,0.0625,1.2,-4.91,0.06,2011-07-01
HEROHONDA,Automohiles - 2 and 3 wheelers,,"399,375,000",16052,0.61,0.46,0.18,2.91,16.11,0.12,2008-07-01
HEROHONDA,Automohiles - 2 and 3 wheelers,,"399,375,000",13830,0.47,0.46,0.17,3.59,-0.54,0.19,2008-01-01
HEROHONDA,Automohiles - 2 and 3 wheelers,,"399,375,000",13869,0.49,0.45,0.18,2.33,-8.81,0.12,2008-03-01
HEROHONDA,Automohiles - 2 and 3 wheelers,,"399,375,000",16548,0.63,0.45,0.18,1.61,3.09,0.09,2008-08-01
HEROHONDA,Automohiles - 2 and 3 wheelers,,"399,375,000",16048,0.94,0.4,0.18,2.76,7.81,0.11,2008-11-01
HEROHONDA,Automohiles - 2 and 3 wheelers,,"399,375,000",17005,0.55,0.43,0.15,2.1,22.61,0.09,2008-04-01
HEROHONDA,Automohiles - 2 and 3 wheelers,,"399,375,000",17419,0.72,0.41,0.15,2.11,5.26,0.09,2008-09-01
HEROHONDA,Automohiles - 2 and 3 wheelers,,"399,375,000",14885,0.83,0.43,0.19,3.41,-14.55,0.11,2008-10-01
HEROHONDA,Automohiles - 2 and 3 wheelers,,"399,375,000",15209,0.5,0.49,0.18,2.91,9.97,0.12,2008-02-01
HEROHONDA,Automohiles - 2 and 3 wheelers,,"399,375,000",13824,0.57,0.43,0.15,3.1,-7.22,0.12,2008-06-01
HEROHONDA,Automohiles - 2 and 3 wheelers,,"399,375,000",14900,0.51,0.42,0.15,1.59,-12.38,0.08,2008-05-01
HEROMOTOCO,,,399375000,19579,37,0.44,0.05,1.74,14.94,0.07,2011-08-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399380176,43627.65,1.38,0.99,0.35,1.53,-3.6,0.02,2016-09-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399380176,42840.39,1.35,0.95,0.33,1.34,-1.8,0.02,2016-10-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399380176,45259.04,1.4,0.94,0.35,1.65,10.56,0.02,2016-08-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399382928,38898.62,1.29,1,0.35,1.2,-3.87,0.02,2016-12-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399382928,40462.92,1.34,1.01,0.36,2.16,-5.55,0.02,2016-11-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399393676,48617.04,1.34,1.08,0.29,1.56,12.86,0.02,2017-05-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399393676,48044.61,1.33,1.1,0.28,1.08,-1.18,0.01,2017-06-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399393676,40106.79,1.23,1.09,0.35,1.42,-1.08,0.02,2017-02-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399393676,42413.69,1.22,1.02,0.3,0.83,3,0.02,2017-04-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399393676,47165.85,1.2,0.93,0.21,0.88,-5.62,0.02,2017-11-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399393676,48994.77,1.3,1.01,0.25,1.13,-5.52,0.02,2017-09-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399393676,49972.84,1.26,1.03,0.26,0.84,2,0.02,2017-10-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399393676,47452.71,1.25,1.09,0.28,1,-1.23,0.02,2017-07-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399393676,41178.45,1.2,1.01,0.3,1.16,2.67,0.02,2017-03-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399393676,51857.57,1.38,1.02,0.26,1.37,9.28,0.02,2017-08-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399414042,49134.87,1.21,0.96,0.19,1.6,4.17,0.02,2017-12-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399414042,46688.61,1.15,0.81,0.17,1.28,-2.57,0.02,2018-02-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399414042,45988.93,1.18,0.86,0.2,1.33,-1.5,0.02,2018-03-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399414042,47918.55,1.13,0.86,0.16,0.94,-2.48,0.02,2018-01-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399414042,47918.55,1.13,0.86,0.16,0.94,-2.48,0.02,2017-01-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399422910,46017.21,1.09,0.85,0.21,0.95,-5.02,0.02,2018-05-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399422910,45090.35,1.07,0.79,0.2,0.89,-2.01416119,0.01,2018-06-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399422910,39660.3,0.92,0.88,0.2,2.22,10.6,0.02,2018-11-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399422910,48449.25,1.15,0.9,0.21,1.1,5.35,0.02,2018-04-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399422910,35858.74,0.87,0.75,0.17,2.02,-5.83,0.02,2018-10-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399422910,38077.24,0.87,0.72,0.13,2.03,-9.85155818,0.02,2018-09-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399422910,42238.37,0.92,0.69,0.13,0.95,-1.23,0.02,2018-08-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399422910,42766.06,0.95,0.75,0.15,2.03,-5.15,0.02,2018-07-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399438678,40298.62,0.93,0.89,0.21,2.12,1.61,0.02,2018-12-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399438678,34117.36,0.79,0.94,0.19,2.28,0.54,0.02,2019-02-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399438678,33933.66,0.78,0.92,0.21,1.46,-15.79,0.02,2019-01-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399453768,34795.67,0.72,0.96,0.19,1.74,6.7,0.02,2019-05-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399453768,33513.67,0.7,1.01,0.21,1.96,-3.68,0.02,2019-06-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399453768,35113.73,0.74,1.28,0.33,3.59,5.16,0.03,2019-09-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399453768,32609.46,0.69,0.92,0.17,1.51,-1.62,0.01,2019-04-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399453768,30587.47,0.67,1.17,0.26,2.83,-8.73,0.02,2019-07-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399453768,33390.99,0.74,1.16,0.26,1.75,9.17,0.02,2019-08-01
HEROMOTOCO,Hero MotoCorp Ltd.,AUTOMOBILES - 2 AND 3 WHEELERS,399453768,33145.63,0.71,0.93,0.17,1.65,-2.85,0.02,2019-03-01
ABB,ABB Ltd.,ELECTRICAL EQUIPMENT,423816750,7700,0.6,0.88,0.52,2.09,8.29,0.09,2009-08-01
ABB,ABB Ltd.,ELECTRICAL EQUIPMENT,423816750,9042,0.48,0.89,0.53,2.36,16.2,0.09,2009-03-01
ABB,ABB Ltd.,ELECTRICAL EQUIPMENT,423816750,10281,0.57,0.89,0.55,2.99,6.91,0.13,2009-01-01
ABB,ABB Ltd.,ELECTRICAL EQUIPMENT,423816750,7110,0.56,0.87,0.5,2.99,-9.99,0.11,2009-07-01
ABB,ABB Ltd.,ELECTRICAL EQUIPMENT,423816750,8717.82,0.19,0.86,0.24,5.42,0.52,0.07,2010-05-01
ABB,ABB Ltd.,ELECTRICAL EQUIPMENT,423816750,7961,0.57,0.89,0.5,1.51,3.39,0.08,2009-09-01
ABB,ABB Ltd.,ELECTRICAL EQUIPMENT,423816750,7810,0.59,0.82,0.44,1.65,-1.9,0.09,2009-10-01
ABB,ABB Ltd.,ELECTRICAL EQUIPMENT,423816750,10320,0.47,0.88,0.52,3.57,14.13,0.14,2009-04-01
ABB,ABB Ltd.,ELECTRICAL EQUIPMENT,423816750,7521,0.51,0.78,0.38,1.89,-3.7,0.09,2009-11-01
ABB,ABB Ltd.,ELECTRICAL EQUIPMENT,423816750,8757.4,0.57,0.77,0.19,0.02,0.56,0.06,2010-06-01
ABB,ABB Ltd.,ELECTRICAL EQUIPMENT,423816750,7781,0.45,0.91,0.55,2.81,-24.31,0.11,2009-02-01
ABB,ABB Ltd.,ELECTRICAL EQUIPMENT,423816750,7900,0.68,0.87,0.49,3.15,19.58,0.13,2009-06-01
ABB,ABB Ltd.,ELECTRICAL EQUIPMENT,423816750,8064,0.56,0.78,0.37,0.97,-2.02,0.09,2010-02-01
ABB,ABB Ltd.,Electrical Equipment,423816750,9616,0.52,0.9,0.59,2.62,3.57,0.12,2008-12-01
ABB,ABB Ltd.,ELECTRICAL EQUIPMENT,423816750,8041.91,0.53,0.81,0.4,1.41,-4.53,0.07,2010-04-01
ABB,ABB Ltd.,ELECTRICAL EQUIPMENT,423816750,7785,0.51,0.78,0.37,0.95,3.52,0.07,2009-12-01
ABB,ABB Ltd.,ELECTRICAL EQUIPMENT,423816750,13794,0.49,0.86,0.5,4.96,33.67,0.14,2009-05-01
ABB,ABB Ltd.,ELECTRICAL EQUIPMENT,423816750,8231,0.55,0.81,0.37,2.47,5.72,0.07,2010-01-01
ABB,ABB Ltd.,ELECTRICAL EQUIPMENT,423816750,8424,0.55,0.81,0.38,1.56,4.46,0.06,2010-03-01
ABB,ABB Ltd.,ELECTRICAL EQUIPMENT,423816750,4129,0.26,0.59,0.09,1.19,-0.18,0.08,2010-08-01
ABB,Electrical Equipment,,"423,816,750",16344,0.62,0.82,0.48,3.84,-4.02,0.12,2008-07-01
ABB,Electrical Equipment,,"423,816,750",23732,0.8,0.86,0.48,3.14,-25.94,0.15,2008-01-01
ABB,Electrical Equipment,,"423,816,750",25004,0.88,0.83,0.48,3.41,2.13,0.11,2008-03-01
ABB,Electrical Equipment,,"423,816,750",18562,0.7,0.79,0.45,1.87,13.57,0.08,2008-08-01
ABB,Electrical Equipment,,"423,816,750",9285,0.54,0.89,0.58,4.33,-19.47,0.16,2008-11-01
ABB,Electrical Equipment,,"423,816,750",24179,0.78,0.83,0.45,2.28,-3.3,0.09,2008-04-01
ABB,Electrical Equipment,,"423,816,750",16730,0.7,0.8,0.48,2.42,-9.87,0.11,2008-09-01
ABB,Electrical Equipment,,"423,816,750",11530,0.65,0.89,0.56,6.22,-31.08,0.23,2008-10-01
ABB,Electrical Equipment,,"423,816,750",24482,0.81,0.83,0.45,2.8,3.16,0.14,2008-02-01
ABB,Electrical Equipment,,"423,816,750",17029,0.7,0.83,0.48,2.39,-21.49,0.1,2008-06-01
ABB,Electrical Equipment,,"423,816,750",21691,0.74,0.83,0.45,1.44,-10.29,0.09,2008-05-01
ZEEL,Media & Entertainment,,"433,566,765",12335,0.42,0.98,0.3,3.53,-13.01,0.17,2008-01-01
ZEEL,Media & Entertainment,,"433,566,765",10668,0.37,0.78,0.3,3.06,1.61,0.12,2008-03-01
ZEEL,Media & Entertainment,,"433,566,765",9267,0.3,0.73,0.29,2,-13.13,0.08,2008-04-01
ZEEL,Media & Entertainment,,"433,566,765",10499,0.35,0.82,0.31,2.33,-14.89,0.13,2008-02-01
ZEEL,Media & Entertainment,,"433,952,783",8679,0.36,0.73,0.3,3.08,-12.4,0.12,2008-06-01
ZEEL,Media & Entertainment,,"433,952,783",9907,0.34,0.71,0.29,2.06,6.81,0.07,2008-05-01
ZEEL,Zee Entertainment Enterprises Ltd.,MEDIA & ENTERTAINMENT,434007111,4789,0.27,0.74,0.28,7.3,-21.09,0.16,2009-01-01
ZEEL,Zee Entertainment Enterprises Ltd.,MEDIA & ENTERTAINMENT,434007111,4637,0.27,0.81,0.28,5.52,-3.17,0.12,2009-02-01
ZEEL,Zee Entertainment Enterprises Ltd.,Media & Entertainment,434007111,6070,0.33,0.69,0.32,3.18,28.3,0.15,2008-12-01
ZEEL,Media & Entertainment,,"434,007,111",8415,0.32,0.66,0.28,3.34,-3.05,0.12,2008-07-01
ZEEL,Media & Entertainment,,"434,007,111",9459,0.36,0.64,0.26,2.02,12.4,0.09,2008-08-01
ZEEL,Media & Entertainment,,"434,007,111",4731,0.28,0.68,0.31,4.7,-29.17,0.17,2008-11-01
ZEEL,Media & Entertainment,,"434,007,111",8528,0.35,0.65,0.28,2.72,-9.84,0.11,2008-09-01
ZEEL,Media & Entertainment,,"434,007,111",6679,0.37,0.7,0.34,6.35,-21.68,0.22,2008-10-01
LT,Engineering,,"583,655,258",106425,3.59,1.07,0.53,3.51,-12.49,0.11,2008-01-01
LT,Engineering,,"584,342,082",88702,3.11,1.04,0.52,4.75,-13.78,0.08,2008-03-01
LT,Engineering,,"584,342,082",102881,3.41,1.04,0.55,2.85,-3.44,0.09,2008-02-01
LT,Engineering,,"584,654,780",87793,2.82,1.04,0.5,2.39,-1.08,0.07,2008-04-01
LT,Engineering,,"584,654,780",87191,2.97,1.05,0.5,2.83,-0.69,0.06,2008-05-01
LT,Engineering,,"584,811,524",76188,2.91,1.08,0.56,4.41,19.26,0.07,2008-07-01
LT,Engineering,,"584,811,524",63882,2.62,1.05,0.52,2.7,-26.75,0.07,2008-06-01
AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,584819550,20443.95,0.71,1.28,0.37,1.42,2.02,0.03,2016-04-01
LT,Engineering,,"585,029,668",75871,2.87,1.09,0.56,2.22,-0.45,0.05,2008-08-01
LT,Engineering,,"585,029,668",71561,2.97,1.1,0.58,2.83,-5.68,0.06,2008-09-01
AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585169586,21138.55,0.71,1.16,0.31,2.01,3.34,0.03,2016-05-01
AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585169586,18016.08,0.6,1.3,0.3,1.84,-9.65,0.02,2016-12-01
AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585169586,19986.47,0.66,1.14,0.3,1.45,-5.45,0.02,2016-06-01
AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585169586,19021.29,0.58,1.15,0.24,2.17,-0.67,0.02,2017-02-01
AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585169586,17042.48,0.49,1.22,0.23,1.24,-10.14,0.02,2017-04-01
AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585169586,23026.83,0.73,1.1,0.22,2.37,8.17,0.02,2016-09-01
AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585169586,22020.11,0.69,1.18,0.26,1.48,-4.37,0.02,2016-10-01
AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585169586,19940.71,0.66,1.28,0.3,2.78,-9.44,0.03,2016-11-01
AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585169586,21287.94,0.66,1,0.21,2.11,-0.08,0.02,2016-08-01
AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585169586,18965.11,0.55,1.17,0.23,1.37,-0.3,0.02,2017-03-01
AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585169586,21304.09,0.67,1.14,0.29,1.69,6.59,0.02,2016-07-01
AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585882409,16146.45,0.45,1.37,0.22,3.61,-5.37,0.02,2017-05-01
AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585882409,19346.77,0.48,1.17,0.11,1.35,-0.71,0.02,2017-12-01
AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585882409,19252.56,0.53,1.36,0.19,1.68,19.24,0.02,2017-06-01
AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585882409,17264.31,0.43,1.12,0.11,1.98,-2.49,0.02,2018-02-01
AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585882409,19484.57,0.49,1.17,0.11,2.15,-8.84,0.02,2017-11-01
AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585882409,19450.83,0.52,1.32,0.18,1.93,-4.63,0.02,2017-09-01
AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585882409,21372.99,0.54,1.27,0.16,1.34,9.88,0.02,2017-10-01
AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585882409,15688.06,0.4,0.98,0.09,1.25,-9.13,0.02,2018-03-01
AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585882409,20208.72,0.53,1.4,0.2,1.97,4.97,0.02,2017-07-01
AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585882409,17704.43,0.42,1.17,0.1,1.27,-8.49,0.02,2017-01-01
AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585882409,20395.74,0.54,1.31,0.18,2.08,0.93,0.02,2017-08-01
AUROPHARMA,Aurobindo Pharma Ltd.,PHARMACEUTICALS,585882409,17704.43,0.42,1.17,0.1,1.27,-8.49,0.02,2017-01-01
SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,674320400,7816,0.61,1.01,0.46,2.71,7.37,0.1,2009-08-01
SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,674320400,9039,0.48,0.99,0.41,3.63,23.07,0.09,2009-03-01
SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,674320400,6957,0.39,0.99,0.42,5.89,-28.09,0.16,2009-01-01
SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,674320400,7279,0.58,0.98,0.44,3.51,2.1,0.13,2009-07-01
SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,674320400,10549.63,0.23,1.27,0.56,2.27,-0.07,0.09,2010-05-01
SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,674320400,12399,0.68,0.88,0.29,1.43,6.55,0.08,2010-12-01
SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,674320400,8420,0.6,1.01,0.45,2.2,7.72,0.1,2009-09-01
SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,674320400,7786,0.59,1.05,0.42,2.33,-7.53,0.1,2009-10-01
SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,674320400,10388,0.48,1.01,0.42,3.87,14.92,0.16,2009-04-01
SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,674320400,7964,0.54,1.12,0.5,2.24,2.29,0.1,2009-11-01
SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,674320400,11132.95,0.72,1.2,0.52,0.25,1.31,0.07,2010-06-01
SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,674320400,7345,0.43,0.99,0.41,3.02,5.57,0.12,2009-02-01
SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,674320400,12805,0.8,0.61,0.13,0.4,-0.77,0.04,2011-02-01
SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,674320400,7130,0.61,1.02,0.45,3.23,-3.67,0.16,2009-06-01
SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,674320400,10340,0.72,1.14,0.56,1.86,6.42,0.08,2010-02-01
SIEMENS,Siemens Ltd.,Electrical Equipment,674320400,9675,0.53,0.9,0.42,3.2,27.96,0.14,2008-12-01
SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,674320400,11637,0.67,0.91,0.31,1.52,-7.08,0.08,2010-11-01
SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,674320400,12355,0.69,0.99,0.37,1.26,-2.01,0.07,2010-10-01
SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,674320400,8800,0.58,1.16,0.52,1.71,10.5,0.08,2009-12-01
SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,674320400,16514,0.59,1.01,0.45,5.04,58.97,0.18,2009-05-01
SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,674320400,13314,0.76,0.54,0.12,0.36,3.98,0.04,2011-03-01
SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,674320400,9716,0.64,1.1,0.52,2.96,10.41,0.1,2010-01-01
SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,674320400,11185,0.73,1.15,0.58,1.46,8.17,0.06,2010-03-01
SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,674320400,10467,0.67,1.1,0.4,0.87,-0.04,0.06,2010-08-01
SIEMENS,Siemens Ltd.,ELECTRICAL EQUIPMENT,674320400,12905,0.79,0.77,0.19,4.11,2.92,0.08,2011-01-01
SIEMENS,Electrical Equipment,,"674,320,400",18465,0.71,0.99,0.45,5.16,41.82,0.13,2008-07-01
SIEMENS,Electrical Equipment,,"674,320,400",20783,0.73,0.87,0.38,4.13,-24.56,0.11,2008-03-01
SIEMENS,Electrical Equipment,,"674,320,400",18478,0.7,0.97,0.44,1.91,0.07,0.09,2008-08-01
SIEMENS,Electrical Equipment,,"674,320,400",7561,0.44,0.9,0.42,6.49,-15.3,0.19,2008-11-01
SIEMENS,Electrical Equipment,,"674,320,400",19281,0.62,0.87,0.37,2.92,-7.23,0.09,2008-04-01
SIEMENS,Electrical Equipment,,"674,320,400",13456,0.56,0.98,0.44,3.19,-27.18,0.11,2008-09-01
SIEMENS,Electrical Equipment,,"674,320,400",8926,0.5,0.93,0.48,5.92,-33.66,0.22,2008-10-01
SIEMENS,Electrical Equipment,,"674,320,400",27548,0.91,0.85,0.37,2.6,-2.28,0.11,2008-02-01
