Symbol,Name,Industry,Equity Capital (In Rs.),Free Float Market Capitalisation (Rs. Crores),Weightage (),Beta,R2,Volatility_Per,Monthly Return,Avg_Impact_Cost_percent,report_date
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3089823072,14390.36,0.7,0.88,0.48,1.83,3.18,0.07,2013-10-01
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3090277472,14174,0.702446256,0.878819745,0.237448517,-0.06640029,-1.5927794,0.07,2013-11-01
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3090587622,13968.93,0.675552701,0.912834696,0.255442059,1.810160002,-1.456703534,0.07,2013-12-01
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3091720572,12861.27,0.622437166,0.944261577,0.274747207,2.18292247,5.560791706,0.06,2014-02-01
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3091720572,12176,0.610016889,0.931956828,0.271716446,1.562312687,-12.86613742,0.07,2014-01-01
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3091720572,15479.46,0.689314165,0.96159922,0.28649439,1.883334826,20.35714286,0.08,2014-03-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3092694510,131068,6.89,1,0.33,2.11,2.58,0.06,2013-04-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3092694510,137648,7.16,1,0.33,1.47,5.02,0.07,2013-05-01
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3092834922,15144,0.68,0.99,0.29,2.35,-2.2,0.09,2014-04-01
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3092834922,16669,0.69,1.11,0.31,2.66,10.04,0.11,2014-05-01
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3093255872,16901,0.66,1.15,0.33,1.6,1.38,0.09,2014-06-01
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3094464322,15819.19,0.61,1.15,0.36,1.64,-6.44,0.08,2014-07-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3095414810,136051,7.24,1.13,0.38,1.95,-1.25,0.07,2013-06-01
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3096575972,15832.44,0.59,1.28,0.39,1.72,-0.05,0.06,2014-08-01
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3097058472,17474,0.62,1.51,0.44,1.5,6.53,0.06,2014-10-01
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3098001372,17667,0.61,1.57,0.43,1.4,0.99,0.06,2014-11-01
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3098001372,17586,0.63,1.5,0.41,1.55,-0.46,0.07,2014-12-01
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3098501672,19118,0.64,1.43,0.4,1.81,8.7,0.06,2015-01-01
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3099491572,20936.41,0.69,1.4,0.41,1.56,9.39,0.08,2015-02-01
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3099491572,19643.75,0.67,1.35,0.4,1.92,-6.17,0.07,2015-03-01
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3099976172,17884.53,0.62,1.28,0.4,1.68,-8.97,0.07,2015-04-01
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3101000872,18293.62,0.61,1.3,0.45,2.41,2.24,0.08,2015-05-01
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3103020402,17712.3,0.6,1.29,0.44,1.56,-3.24,0.07,2015-06-01
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3103794842,17722.67,0.59,0.93,0.36,1.45,3.35,0.03,2016-05-01
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3103794842,15879.31,0.56,1.22,0.46,1.89,-0.68,0.05,2015-09-01
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3103794842,15968.04,0.56,1.17,0.43,0.8,0.56,0.03,2015-10-01
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3103794842,15346.91,0.54,1.17,0.43,1.6,-3.89,0.03,2015-11-01
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3103794842,15987.33,0.57,1.27,0.47,2.4,-10.8,0.07,2015-08-01
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3103794842,19771.17,0.65,0.93,0.36,1.54,11.56,0.03,2016-06-01
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3103794842,17901.67,0.59,1.3,0.46,1.68,1.04,0.06,2015-07-01
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3103794842,14583.96,0.58,1.03,0.4,1.28,-3.79,0.04,2016-02-01
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3103794842,17148.47,0.6,1,0.4,1.44,-4.97,0.04,2016-04-01
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3103794842,15667.12,0.55,1.15,0.43,1.1,2.09,0.03,2015-12-01
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3103794842,18044.69,0.65,1,0.39,1.7,23.73,0.03,2016-03-01
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3103794842,15073,0.56,1.12,0.41,1.55,-3.79,0.03,2016-01-01
AMBUJACEM,Ambuja Cements Ltd.,CEMENT AND CEMENT PRODUCTS,3103794842,21047.61,0.67,0.88,0.34,0.73,6.46,0.03,2016-07-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,59584.2,1.96,0.85,0.16,2.1,2.12,0.07,2015-02-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,61025,2.1,0.85,0.15,1.42,1.34,0.05,2014-11-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,61595.28,2.06,1.01,0.37,1.03,-0.65,0.03,2016-05-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,60642,2.16,0.81,0.15,2.19,-4.01,0.05,2014-10-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,58403.28,2.06,1.04,0.34,1.9,3.51,0.04,2015-09-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,54697.05,1.9,1.03,0.34,1.29,-6.35,0.03,2015-10-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,66004.26,1.82,1.05,0.3,1.49,6.09,0.02,2017-05-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,52806.93,1.84,0.84,0.16,1.88,-3.6,0.06,2015-04-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,63130.4,2.23,1,0.34,1.01,15.37,0.03,2015-11-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,55185.61,1.83,0.96,0.33,1.35,-0.03,0.02,2016-12-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,62820.39,1.75,1.13,0.33,0.71,-4.82,0.01,2017-06-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,56420.77,2,1.01,0.31,2.26,-10.46,0.08,2015-08-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,54780.85,1.86,0.8,0.15,1.66,-8.06,0.06,2015-03-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,58321,1.96,0.77,0.13,1.52,2.48,0.06,2015-01-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,66609.83,2.2,0.96,0.35,0.76,8.14,0.02,2016-06-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,62969.97,2.08,0.99,0.25,1.52,6.34,0.05,2015-07-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,56444.5,2.26,1.05,0.38,2,-0.42,0.04,2016-02-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,61122.48,1.87,0.94,0.27,1.54,5.81,0.02,2017-02-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,62212.5,1.79,1.02,0.33,1.27,3.78,0.02,2017-04-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,65519.81,1.66,0.93,0.2,1.1,4.59,0.02,2017-11-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,58425.38,1.55,1,0.25,1.22,-6.73,0.02,2017-09-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,62643.38,1.57,0.98,0.23,1.18,7.22,0.02,2017-10-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,58098.07,1.95,0.89,0.2,2.06,9.88,0.07,2015-05-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,65480.22,2.07,0.89,0.28,1.29,-2.15,0.02,2016-09-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,61348.4,1.94,0.91,0.28,1.41,-6.31,0.02,2016-10-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,55204.24,1.82,0.94,0.3,2.12,-10.02,0.03,2016-11-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,61171.58,2.13,1.03,0.37,2.39,9.93,0.02,2016-04-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,56908,2.03,0.83,0.14,1.63,-6.75,0.07,2014-12-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,58823.85,2.07,1,0.33,1.77,-6.82,0.03,2015-12-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,66919.6,2.07,0.91,0.3,1.24,-2.06,0.02,2016-08-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,55644.78,2.01,1,0.36,1.71,-1.42,0.02,2016-03-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,65368.42,1.72,1.12,0.32,0.92,4.06,0.02,2017-07-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,59946.28,1.75,1.09,0.35,1.05,-1.92,0.02,2017-03-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,62643.38,1.67,1.03,0.28,0.94,-4.17,0.02,2017-08-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,59217.91,2,0.98,0.24,1.63,1.93,0.06,2015-06-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,57016.16,2.11,1.06,0.35,1.95,-3.07,0.03,2016-01-01
M&M,Mahindra & Mahindra Ltd.,AUTOMOBILES - 4 WHEELERS,3105461920,68324.04,2.16,0.94,0.34,0.98,2.57,0.02,2016-07-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3108262850,124400,6.81,1.17,0.39,1.81,-8.94,0.06,2013-07-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3108262850,111688,6.41,1.24,0.43,3.55,-10.22,0.09,2013-08-01
SUZLON,Suzlon Energy Ltd.,ELECTRICAL EQUIPMENT,3113422800,5730,0.41,1.66,0.52,2.33,-2.24,0.07,2009-09-01
SUZLON,Suzlon Energy Ltd.,ELECTRICAL EQUIPMENT,3113447486,4181,0.32,1.51,0.45,2.69,-27.02,0.07,2009-10-01
SUZLON,Suzlon Energy Ltd.,ELECTRICAL EQUIPMENT,3113447486,5756,0.39,1.56,0.45,5.63,17.88,0.1,2009-11-01
SUZLON,Suzlon Energy Ltd.,ELECTRICAL EQUIPMENT,3113463486,5248,0.37,1.5,0.42,2.41,-6.99,0.08,2010-02-01
SUZLON,Suzlon Energy Ltd.,ELECTRICAL EQUIPMENT,3113463486,6600,0.44,1.52,0.44,2.47,14.66,0.07,2009-12-01
SUZLON,Suzlon Energy Ltd.,ELECTRICAL EQUIPMENT,3113463486,5643,0.37,1.5,0.42,2.56,-14.5,0.08,2010-01-01
SUZLON,Suzlon Energy Ltd.,ELECTRICAL EQUIPMENT,3113463486,5248,0.34,1.53,0.42,2.04,0,0.06,2010-03-01
SUZLON,Suzlon Energy Ltd.,ELECTRICAL EQUIPMENT,3113479486,4108.88,0.09,1.54,0.33,3.08,-0.92,0.09,2010-05-01
SUZLON,Suzlon Energy Ltd.,ELECTRICAL EQUIPMENT,3113479486,4229.41,0.28,1.33,0.32,0.15,1.67,0.08,2010-06-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3114150100,118999,6.372052971,1.313061248,0.708182598,0.349898351,6.345230641,0.1,2013-09-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3114150100,133137.7,6.49,1.3,0.72,1.22,11.88,0.06,2013-10-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3116420590,128365.36,6.361631612,1.294323073,0.521045662,-0.17124468,-3.654757032,0.06,2013-11-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3117513870,123866.62,5.990325304,1.300372349,0.528435171,1.649225149,-3.538480214,0.06,2013-12-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3118496880,126057,6.31540327,1.281980495,0.527058233,1.215465822,1.736613603,0.05,2014-01-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3118815760,127762.29,6.183215169,1.294338489,0.537053656,1.436939401,1.34207434,0.06,2014-02-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3119215270,137853.72,6.138750519,1.290553218,0.546151246,1.057408167,7.88477969,0.06,2014-03-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3121065210,140128,6.25,1.28,0.55,1.4,1.59,0.07,2014-04-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3121065210,136827,5.63,1.29,0.53,1.99,-2.36,0.09,2014-05-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3123270590,155000,6.06,1.28,0.52,1.36,13.2,0.07,2014-06-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3133907340,167413.33,6.45,1.26,0.5,1.53,7.64,0.08,2014-07-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3133907340,168369.17,6.28,1.2,0.47,1.97,-0.04,0.07,2014-08-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3137733940,173501,6.17,1.17,0.38,1.89,4.8,0.07,2014-10-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3138972490,182162,6.28,1.13,0.34,1.05,4.95,0.06,2014-11-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3143085820,178512,6.38,1.14,0.34,1.84,-2.13,0.07,2014-12-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3144129130,198473,6.66,1.34,0.4,2.88,11.15,0.06,2015-01-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3144830310,209941.01,6.9,1.25,0.35,1.59,5.75,0.08,2015-02-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3145757340,206943.65,7.03,1.3,0.37,2.02,-1.46,0.07,2015-03-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3149403740,184240.12,6.43,1.3,0.38,1.52,-11.07,0.08,2015-04-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3149403740,194641.02,6.53,1.34,0.42,2.02,5.65,0.07,2015-05-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3151155000,204265.75,6.9,1.35,0.43,1.61,4.89,0.06,2015-06-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3152069610,211251.71,6.99,1.38,0.45,1.61,3.39,0.06,2015-07-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3152782420,191176.84,6.75,1.37,0.51,2.02,2.24,0.04,2015-09-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3152782420,186983.64,6.63,1.37,0.49,2.5,-11.51,0.07,2015-08-01
PNB,Punjab National Bank,BANKS,3153025000,9081,0.71,0.86,0.5,1.97,-1.13,0.08,2009-08-01
PNB,Punjab National Bank,BANKS,3153025000,12973,0.69,0.96,0.52,5.08,21.88,0.09,2009-03-01
PNB,Punjab National Bank,BANKS,3153025000,12631,0.71,0.89,0.52,2.86,-23.94,0.11,2009-01-01
PNB,Punjab National Bank,BANKS,3153025000,9185,0.73,0.87,0.5,3.34,1.84,0.09,2009-07-01
PNB,Punjab National Bank,BANKS,3153025000,14562,0.87,0.9,0.37,2.17,-7.21,0.09,2011-05-01
PNB,Punjab National Bank,BANKS,3153025000,13339.38,1.44,0.84,0.38,1.79,-0.16,0.08,2010-05-01
PNB,Punjab National Bank,BANKS,3153025000,16260,0.89,0.87,0.35,1.61,0.28,0.09,2010-12-01
PNB,Punjab National Bank,BANKS,3153025000,10614,0.76,0.85,0.5,1.35,16.88,0.07,2009-09-01
PNB,Punjab National Bank,BANKS,3153025000,11352,0.86,0.9,0.48,1.81,6.96,0.08,2009-10-01
PNB,Punjab National Bank,BANKS,3153025000,15068,0.69,0.96,0.5,3.98,16.15,0.1,2009-04-01
PNB,Punjab National Bank,BANKS,3153025000,12019,0.82,0.91,0.46,1.64,5.88,0.07,2009-11-01
PNB,Punjab National Bank,BANKS,3153025000,13957.45,0.91,0.83,0.41,0.21,0.93,0.07,2010-06-01
PNB,Punjab National Bank,BANKS,3153025000,10645,0.62,0.9,0.52,2.83,-15.73,0.08,2009-02-01
PNB,Punjab National Bank,BANKS,3153025000,14425,0.85,0.93,0.38,1.02,-0.94,0.07,2011-06-01
PNB,Punjab National Bank,BANKS,3153025000,14131,0.89,0.85,0.36,2.05,-3.84,0.1,2011-02-01
PNB,Punjab National Bank,BANKS,3153025000,9018,0.77,0.9,0.53,3.04,1.04,0.11,2009-06-01
PNB,Punjab National Bank,BANKS,3153025000,11989,0.84,0.96,0.5,1.63,0.26,0.09,2010-02-01
PNB,Punjab National Bank,Banks,3153025000,16607,0.91,0.92,0.52,2.35,18.25,0.1,2008-12-01
PNB,Punjab National Bank,BANKS,3153025000,16215,0.93,0.84,0.36,2.26,-7.03,0.1,2010-11-01
PNB,Punjab National Bank,BANKS,3153025000,13831.7,0.9,0.83,0.49,1.08,2.64,0.07,2010-04-01
PNB,Punjab National Bank,BANKS,3153025000,17176,0.97,0.78,0.37,1.23,-1.3,0.09,2010-10-01
PNB,Punjab National Bank,BANKS,3153025000,12058,0.8,0.94,0.48,1.02,0.32,0.06,2009-12-01
PNB,Punjab National Bank,BANKS,3153025000,15769.07,0.91,0.84,0.37,1.06,-2.28,0.08,2011-04-01
PNB,Punjab National Bank,BANKS,3153025000,21150,0.76,0.92,0.53,3.84,40.36,0.11,2009-05-01
PNB,Punjab National Bank,BANKS,3153025000,16136,0.92,0.85,0.37,1.32,14.19,0.08,2011-03-01
PNB,Punjab National Bank,BANKS,3153025000,11958,0.79,0.96,0.48,1.89,-0.83,0.07,2010-01-01
PNB,Punjab National Bank,BANKS,3153025000,13476,0.88,0.85,0.48,1.11,12.4,0.05,2010-03-01
PNB,Punjab National Bank,BANKS,3153025000,15705,1,0.77,0.34,1.52,0.46,0.06,2010-08-01
PNB,Punjab National Bank,BANKS,3153025000,14696,0.9,0.86,0.37,1.67,-9.67,0.1,2011-01-01
PNB,Banks,,"3,153,025,000",14244,0.54,1.03,0.52,4.3,21.03,0.12,2008-07-01
PNB,Banks,,"3,153,025,000",20380,0.69,1.1,0.5,4.69,-2.73,0.18,2008-01-01
PNB,Banks,,"3,153,025,000",16088,0.56,1.03,0.49,3.72,-15.43,0.09,2008-03-01
PNB,Banks,,"3,153,025,000",15157,0.57,1.08,0.52,3.17,6.41,0.08,2008-08-01
PNB,Banks,,"3,153,025,000",14044,0.82,0.93,0.52,4,5.87,0.13,2008-11-01
PNB,Banks,,"3,153,025,000",17354,0.56,1,0.48,1.74,7.87,0.08,2008-04-01
PNB,Banks,,"3,153,025,000",14975,0.62,1.06,0.52,3,-1.2,0.08,2008-09-01
PNB,Banks,,"3,153,025,000",13265,0.74,0.97,0.53,4.49,-11.42,0.15,2008-10-01
PNB,Banks,,"3,153,025,000",19024,0.63,1.05,0.49,3.31,-6.65,0.12,2008-02-01
PNB,Banks,,"3,153,025,000",11769,0.48,1,0.48,2.66,-23.37,0.09,2008-06-01
PNB,Banks,,"3,153,025,000",15357,0.52,1.03,0.49,3.22,-11.51,0.07,2008-05-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3155377900,198291.84,6.9,1.35,0.49,1.6,3.64,0.03,2015-10-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3155377900,191089.69,6.75,1.36,0.5,1.45,-3.63,0.03,2015-11-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3156272010,199436.94,7.03,1.36,0.51,1.31,4.34,0.02,2015-12-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3157474840,186291.02,6.9,1.27,0.51,1.55,-6.63,0.03,2016-01-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3157781670,167409.8,6.7,1.23,0.52,1.6,-10.14,0.03,2016-02-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3157781670,171854.37,6,1.14,0.49,1.45,-1.55,0.02,2016-04-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3157781670,174562.17,6.3,1.15,0.5,1.74,4.27,0.02,2016-03-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3160362590,195579.04,6.55,1.13,0.47,1.78,13.71,0.02,2016-05-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3160362590,198091.53,6.53,1.11,0.47,1.09,1.28,0.02,2016-06-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3160362590,217195.92,6.87,1.1,0.46,1.26,9.64,0.02,2016-07-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3164952360,220510.14,6.97,1.06,0.43,1.08,-0.85,0.02,2016-09-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3164952360,217986.09,6.88,1.07,0.43,1.82,-1.14,0.02,2016-10-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3164952360,222409.11,6.89,1.09,0.44,1.25,2.25,0.01,2016-08-01
PNB,Punjab National Bank,BANKS,3168121570,12685,0.78,0.881706731,0.346888516,2.499754917,1.290973809,0.08,2012-02-01
PNB,Punjab National Bank,BANKS,3168121570,11312,0.69,0.96,0.37,1.31,-8.09,0.08,2012-04-01
PNB,Punjab National Bank,BANKS,3168121570,10389,0.74,0.81,0.6,2.2,-11.48,0.09,2011-12-01
PNB,Punjab National Bank,BANKS,3168121570,12308,0.75,0.93,0.36,2.36,-2.97,0.1,2012-03-01
PNB,Punjab National Bank,BANKS,3168121570,12523,0.79,0.818082877,0.325501052,2.38,20.54,0.08,2012-01-01
PNB,Punjab National Bank,BANKS,3168121570,12681,0.85,0.92,0.42,1.72,2.52,0.09,2011-09-01
PNB,Punjab National Bank,BANKS,3168121570,12990,0.8,0.87,0.38,1.77,4.47,0.08,2011-10-01
PNB,Punjab National Bank,BANKS,3168121570,11737,0.8,0.82,0.36,2.05,-9.65,0.08,2011-11-01
PNB,Punjab National Bank,BANKS,3168121570,14955,0.91,0.97,0.4096,1.73,3.18,0.08,2011-07-01
PNB,,,3168121570,12369,23,0.93,0.42,1.79,-17.29,0.11,2011-08-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3169084920,200064.33,6.64,1.05,0.42,1.32,-0.04,0.02,2016-12-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3169084920,200143.56,6.61,1.08,0.44,1.89,-8.3,0.02,2016-11-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3171883160,217281.93,6.64,1.1,0.38,1,0.31,0.02,2017-02-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3171883160,243783.01,7,1.23,0.41,1.37,2.33,0.01,2017-04-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3171883160,238224.28,6.96,1.19,0.41,1.2,9.64,0.01,2017-03-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3177763090,249430.57,6.89,1.2,0.38,1.39,2.13,0.01,2017-05-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3177763090,256596.43,7.13,1.21,0.36,0.95,2.87,0.01,2017-06-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3177763090,284290.63,7.46,1.16,0.32,1.49,10.79,0.01,2017-07-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3177763090,282328.36,7.53,1.14,0.32,1.07,-0.69,0.01,2017-08-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3188849520,267177.76,6.79,0.99,0.22,1.27,-1.86,0.01,2017-11-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3188849520,277772.71,7.37,1.14,0.31,0.81,-1.96,0.01,2017-09-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3188849520,272232.08,6.84,1,0.26,0.77,-1.99,0.02,2017-10-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3194124080,273161.49,6.71,1,0.22,0.89,2.07,0.02,2017-12-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3194124080,288860.61,7.13,1.09,0.26,1.53,-7.54,0.01,2018-02-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3194124080,291559.65,7.47,1.07,0.28,1.29,0.93,0.01,2018-03-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3194124080,312433.25,7.34,1,0.21,1.7,14.38,0.02,2018-01-01
HDFC,Housing Development Finance Corporation Ltd.,FINANCE - HOUSING,3194124080,312433.25,7.34,1,0.21,1.7,14.38,0.02,2017-01-01
